"customer_id","customer_count","country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label","churn_value","churn_score","cltv","churn_reason"
"0402-CQAJN",1,"United States","California","El Monte","91732","34.074492, -118.01462",34.074492,-118.014620,"Female","No","No","No",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",101.90,3545.35,"Yes",1,83,4437,"Lack of self-service on Website"
"6692-UDPJC",1,"United States","California","South El Monte","91733","34.04622, -118.053753",34.046220,-118.053753,"Female","No","Yes","Yes",14,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",91.65,1301.00,"Yes",1,65,4304,"Network reliability"
"1273-MTETI",1,"United States","California","Rancho Cucamonga","91737","34.245289, -117.642503",34.245289,-117.642503,"Female","Yes","No","No",4,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",88.85,372.45,"Yes",1,74,2754,"Don't know"
"5480-HPRRX",1,"United States","California","Glendora","91740","34.119363, -117.855059",34.119363,-117.855059,"Female","Yes","No","No",3,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.30,77.75,"Yes",1,74,3542,"Attitude of support person"
"0295-PPHDO",1,"United States","California","La Puente","91744","34.031441, -117.936436",34.031441,-117.936436,"Male","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.45,95.45,"Yes",1,71,5962,"Attitude of support person"
"1195-OIYEJ",1,"United States","California","La Puente","91746","34.038983, -117.991372",34.038983,-117.991372,"Male","No","No","No",13,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.10,1135.70,"Yes",1,78,5347,"Attitude of support person"
"5906-CVLHP",1,"United States","California","Rowland Heights","91748","33.976753, -117.897367",33.976753,-117.897367,"Female","No","Yes","No",45,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",54.15,2319.80,"Yes",1,92,2761,"Attitude of service provider"
"4501-EQDRN",1,"United States","California","Montclair","91763","34.072121, -117.698319",34.072121,-117.698319,"Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.70,69.70,"Yes",1,98,4620,"Attitude of service provider"
"2990-HWIML",1,"United States","California","Ontario","91764","34.074087, -117.605618",34.074087,-117.605618,"Female","No","No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.50,573.30,"Yes",1,82,2898,"Attitude of service provider"
"7384-GHBPI",1,"United States","California","San Dimas","91773","34.102119, -117.815532",34.102119,-117.815532,"Male","No","Yes","No",3,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",35.15,99.75,"Yes",1,83,2987,"Attitude of support person"
"7603-USHJS",1,"United States","California","San Gabriel","91775","34.114772, -118.089431",34.114772,-118.089431,"Male","No","No","Yes",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.75,871.40,"Yes",1,78,2010,"Attitude of support person"
"7234-FECYN",1,"United States","California","San Gabriel","91776","34.089927, -118.095645",34.089927,-118.095645,"Female","Yes","No","No",8,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",101.35,780.50,"Yes",1,68,5546,"Attitude of support person"
"5876-HZVZM",1,"United States","California","West Covina","91792","34.024405, -117.898722",34.024405,-117.898722,"Female","No","Yes","Yes",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",55.90,365.35,"Yes",1,87,4914,"Attitude of service provider"
"1400-MMYXY",1,"United States","California","Alhambra","91801","34.090925, -118.128164",34.090925,-118.128164,"Male","Yes","Yes","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.90,334.65,"Yes",1,71,2715,"Attitude of service provider"
"3085-QUOZK",1,"United States","California","Alpine","91901","32.827184, -116.703729",32.827184,-116.703729,"Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",43.95,43.95,"Yes",1,76,3238,"Attitude of service provider"
"3926-CUQZX",1,"United States","California","Campo","91906","32.673483, -116.472863",32.673483,-116.472863,"Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",45.10,45.10,"Yes",1,77,4884,"Don't know"
"1041-RXHRA",1,"United States","California","Guatay","91931","32.857946, -116.561917",32.857946,-116.561917,"Female","No","No","No",41,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.25,2868.05,"Yes",1,69,3407,"Attitude of support person"
"1750-CSKKM",1,"United States","California","Imperial Beach","91932","32.579134, -117.119009",32.579134,-117.119009,"Male","No","No","Yes",9,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",55.35,449.75,"Yes",1,70,2688,"Attitude of support person"
"7142-HVGBG",1,"United States","California","Mount Laguna","91948","32.830852, -116.444601",32.830852,-116.444601,"Male","Yes","Yes","No",43,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.00,4414.30,"Yes",1,99,2505,"Attitude of service provider"
"8267-ZNYVZ",1,"United States","California","Spring Valley","91977","32.726627, -116.994608",32.726627,-116.994608,"Female","No","Yes","No",33,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",103.75,3361.05,"Yes",1,81,3824,"Attitude of service provider"
"6457-GIRWB",1,"United States","California","Carlsbad","92008","33.148116, -117.306043",33.148116,-117.306043,"Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35,69.35,"Yes",1,88,2843,"Attitude of service provider"
"1450-SKCVI",1,"United States","California","Del Mar","92014","32.948262, -117.256086",32.948262,-117.256086,"Female","No","No","No",56,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",73.85,4092.85,"Yes",1,72,5276,"Attitude of support person"
"5570-PTWEH",1,"United States","California","Encinitas","92024","33.054579, -117.25665",33.054579,-117.256650,"Female","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.15,216.75,"Yes",1,78,2270,"Attitude of support person"
"6502-MJQAE",1,"United States","California","Escondido","92027","33.141265, -116.967221",33.141265,-116.967221,"Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.60,69.60,"Yes",1,87,2072,"Attitude of support person"
"7693-LCKZL",1,"United States","California","Julian","92036","32.980678, -116.262854",32.980678,-116.262854,"Male","No","Yes","Yes",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",80.15,385.00,"Yes",1,84,5124,"Attitude of service provider"
"0032-PGELS",1,"United States","California","Palomar Mountain","92060","33.309852, -116.823091",33.309852,-116.823091,"Female","No","Yes","Yes",1,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",30.50,30.50,"Yes",1,74,5171,"Attitude of service provider"
"6797-LNAQX",1,"United States","California","Poway","92064","32.984395, -117.013454",32.984395,-117.013454,"Male","No","Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",98.30,6859.50,"Yes",1,98,4794,"Attitude of service provider"
"6394-MFYNG",1,"United States","California","Solana Beach","92075","33.001813, -117.263628",33.001813,-117.263628,"Female","No","No","No",48,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",107.40,5121.30,"Yes",1,89,4956,"Attitude of support person"
"1564-NTYXF",1,"United States","California","San Marcos","92078","33.119028, -117.166036",33.119028,-117.166036,"Female","Yes","No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",82.00,1127.20,"Yes",1,99,3363,"Attitude of support person"
"8155-IBNHG",1,"United States","California","San Diego","92103","32.747484, -117.166877",32.747484,-117.166877,"Female","No","Yes","No",24,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.40,1747.85,"Yes",1,74,2325,"Attitude of support person"
"0886-QGENL",1,"United States","California","San Diego","92104","32.741499, -117.127409",32.741499,-117.127409,"Female","Yes","Yes","No",27,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,2754.45,"Yes",1,77,4853,"Attitude of service provider"
"8739-WWKDU",1,"United States","California","San Diego","92109","32.787836, -117.232376",32.787836,-117.232376,"Male","Yes","No","No",25,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.50,2196.15,"Yes",1,90,4849,"Attitude of service provider"
"8685-WHQPW",1,"United States","California","San Diego","92110","32.76501, -117.19938",32.765010,-117.199380,"Female","Yes","No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.40,1692.60,"Yes",1,81,2407,"Attitude of service provider"
"4745-LSPLO",1,"United States","California","San Diego","92111","32.805518, -117.169052",32.805518,-117.169052,"Male","No","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.50,20.50,"Yes",1,84,3731,"Attitude of support person"
"8083-YTZES",1,"United States","California","San Diego","92113","32.697098, -117.116587",32.697098,-117.116587,"Male","No","No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.35,265.35,"Yes",1,73,3622,"Attitude of support person"
"7240-FQLHE",1,"United States","California","San Diego","92114","32.707892, -117.05512",32.707892,-117.055120,"Female","Yes","Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",99.75,1836.25,"Yes",1,68,5857,"Attitude of support person"
"6664-FPDAC",1,"United States","California","San Diego","92115","32.762506, -117.07245",32.762506,-117.072450,"Female","Yes","No","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.95,6418.90,"Yes",1,91,4060,"Attitude of service provider"
"0786-VSSUD",1,"United States","California","San Diego","92123","32.808814, -117.134694",32.808814,-117.134694,"Male","Yes","No","No",16,"No","No phone service","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",39.00,679.85,"Yes",1,92,5692,"Attitude of service provider"
"3976-BWUCK",1,"United States","California","San Diego","92130","32.957195, -117.202542",32.957195,-117.202542,"Female","No","Yes","No",30,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",94.10,2804.45,"Yes",1,94,5255,"Attitude of service provider"
"3585-ISXZP",1,"United States","California","Indio","92201","33.713891, -116.237257",33.713891,-116.237257,"Female","No","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",95.65,778.10,"Yes",1,95,5335,"Attitude of support person"
"6583-QGCSI",1,"United States","California","Indian Wells","92210","33.537646, -116.291089",33.537646,-116.291089,"Female","Yes","Yes","No",50,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",88.05,4367.35,"Yes",1,87,5813,"Competitor made better offer"
"4174-LPGTI",1,"United States","California","Beaumont","92223","33.946982, -116.977672",33.946982,-116.977672,"Female","No","Yes","No",41,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",66.50,2728.60,"Yes",1,65,2517,"Moved"
"2108-XWMPY",1,"United States","California","Cabazon","92230","33.929812, -116.76058",33.929812,-116.760580,"Male","No","No","No",3,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",35.45,106.85,"Yes",1,70,2095,"Moved"
"6304-IJFSQ",1,"United States","California","Calipatria","92233","33.143826, -115.497485",33.143826,-115.497485,"Male","No","No","No",3,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",49.90,130.10,"Yes",1,73,5585,"Moved"
"0093-XWZFY",1,"United States","California","Desert Hot Springs","92241","33.832799, -116.250973",33.832799,-116.250973,"Male","No","No","No",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",104.50,4036.85,"Yes",1,93,2832,"Competitor had better devices"
"1980-KXVPM",1,"United States","California","El Centro","92243","32.770393, -115.60915",32.770393,-115.609150,"Female","Yes","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.05,256.25,"Yes",1,83,3553,"Competitor offered higher download speeds"
"7703-ZEKEF",1,"United States","California","Heber","92249","32.730583, -115.501083",32.730583,-115.501083,"Male","No","No","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",81.00,1917.10,"Yes",1,78,5701,"Competitor offered more data"
"0723-DRCLG",1,"United States","California","Holtville","92250","32.811001, -115.152865",32.811001,-115.152865,"Female","Yes","Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.45,74.45,"Yes",1,94,2394,"Competitor made better offer"
"5482-NUPNA",1,"United States","California","Imperial","92251","32.858595, -115.662709",32.858595,-115.662709,"Female","No","No","No",4,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",60.40,272.15,"Yes",1,90,5730,"Competitor had better devices"
"1122-JWTJW",1,"United States","California","Ocotillo","92259","32.698964, -115.886656",32.698964,-115.886656,"Male","No","Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.65,70.65,"Yes",1,82,3463,"Competitor had better devices"
"1699-HPSBG",1,"United States","California","Palm Springs","92264","33.745746, -116.514215",33.745746,-116.514215,"Male","No","No","No",12,"Yes","No","DSL","No","No","No","Yes","Yes","No","One year","Yes","Electronic check",59.80,727.80,"Yes",1,69,4581,"Competitor offered higher download speeds"
"8775-CEBBJ",1,"United States","California","Seeley","92273","32.790282, -115.689559",32.790282,-115.689559,"Female","No","No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.20,403.35,"Yes",1,87,2029,"Competitor offered higher download speeds"
"6894-LFHLY",1,"United States","California","Vidal","92280","34.264124, -114.717964",34.264124,-114.717964,"Male","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.75,75.75,"Yes",1,97,5571,"Competitor offered higher download speeds"
"0639-TSIQW",1,"United States","California","White Water","92282","33.972293, -116.654195",33.972293,-116.654195,"Female","No","No","No",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",102.95,6886.25,"Yes",1,70,5620,"Competitor offered more data"
